Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
PACQU,Prime Acquisition Corp.,,0,Prime Acquisition Corp. (PACQU),0,0
NEWL,NewLead Holdings Limited,Shipping,21.78M,NewLead Holdings Limited (NEWL),7.28M,-17.50M
WY-PA,Weyerhaeuser Company Pref Conv ,,0,Weyerhaeuser Company Pref Conv  (WY-PA),0,0
PMCS,PMC-Sierra Inc.,Semiconductor - Integrated Circuits,1.31B,PMC-Sierra Inc. (PMCS),511.34M,73.63M
GBLI,Global Indemnity plc,Property & Casualty Insurance,637.38M,Global Indemnity plc (GBLI),289.58M,35.75M
MTSI,"M/A-Com Technology Solutions Holdings, Inc.",Semiconductor - Broad Line,788.25M,"M/A-Com Technology Solutions Holdings, Inc. (MTSI)",318.72M,66.08M
MTSN,Mattson Technology Inc.,Semiconductor Equipment & Materials,161.91M,Mattson Technology Inc. (MTSN),99.39M,-11.07M
BKD,Brookdale Senior Living Inc.,Long-Term Care Facilities,3.38B,Brookdale Senior Living Inc. (BKD),2.52B,407.97M
BKE,"The Buckle, Inc.",Apparel Stores,2.51B,"The Buckle, Inc. (BKE)",1.15B,293.42M
BKK,BlackRock Municipal 2020 Term Trust,Closed-End Fund - Debt,318.72M,BlackRock Municipal 2020 Term Trust (BKK),21.33M,N/A
BKH,Black Hills Corporation,Electric Utilities,2.34B,Black Hills Corporation (BKH),1.24B,397.17M
BKS,"Barnes & Noble, Inc.","Specialty Retail, Other",893.08M,"Barnes & Noble, Inc. (BKS)",6.56B,34.16M
BKW,"Burger King Worldwide, Inc.",Restaurants,8.03B,"Burger King Worldwide, Inc. (BKW)",1.28B,637.70M
BKT,"BlackRock Income Trust, Inc.",Closed-End Fund - Debt,414.34M,"BlackRock Income Trust, Inc. (BKT)",25.25M,N/A
BKU,"BankUnited, Inc.",Regional - Mid-Atlantic Banks,3.32B,"BankUnited, Inc. (BKU)",689.64M,N/A
TKC,Turkcell Iletisim Hizmetleri AS,Wireless Communications,11.75B,Turkcell Iletisim Hizmetleri AS (TKC),6.04B,1.88B
TKF,"Turkish Investment Fund, Inc. (",,0,"Turkish Investment Fund, Inc. ( (TKF)",0,0
AUY,"Yamana Gold, Inc.",Gold,6.49B,"Yamana Gold, Inc. (AUY)",2.05B,1.02B
MNR,Monmouth Real Estate Investment Corp.,REIT - Industrial,413.00M,Monmouth Real Estate Investment Corp. (MNR),54.61M,40.05M
VNO,Vornado Realty Trust,REIT - Diversified,16.61B,Vornado Realty Trust (VNO),3.03B,1.74B
MNK,Mallinckrodt plc,Drugs - Generic,3.03B,Mallinckrodt plc (MNK),2.20B,388.90M
MNI,The McClatchy Company,Publishing - Newspapers,293.55M,The McClatchy Company (MNI),1.27B,288.71M
AUO,AU Optronics Corp.,Semiconductor - Broad Line,3.00B,AU Optronics Corp. (AUO),14.13B,2.32B
QIWI,Qiwi plc,Credit Services,2.91B,Qiwi plc (QIWI),353.98M,79.41M
NSIT,Insight Enterprises Inc.,Application Software,961.50M,Insight Enterprises Inc. (NSIT),5.10B,171.94M
TPGI,Thomas Properties Group Inc.,Property Management,0,Thomas Properties Group Inc. (TPGI),0,0
SIFY,Sify Technologies Limited,Internet Service Providers,279.07M,Sify Technologies Limited (SIFY),182.44M,25.44M
WNRL,"Western Refining Logistics, LP",Oil & Gas Pipelines,1.18B,"Western Refining Logistics, LP (WNRL)",5.01M,-72.89M
FDML,Federal-Mogul Corporation,Auto Parts,2.95B,Federal-Mogul Corporation (FDML),6.85B,483.00M
CVCY,Central Valley Community Bancorp,Regional - Pacific Banks,122.78M,Central Valley Community Bancorp (CVCY),38.94M,N/A
BSRR,Sierra Bancorp,Regional - Pacific Banks,228.41M,Sierra Bancorp (BSRR),59.88M,N/A
MKTG,"Responsys, Inc.",Application Software,1.41B,"Responsys, Inc. (MKTG)",194.33M,13.34M
MKTX,MarketAxess Holdings Inc.,Investment Brokerage - National,2.52B,MarketAxess Holdings Inc. (MKTX),234.23M,116.33M
WERN,Werner Enterprises Inc.,Trucking,1.79B,Werner Enterprises Inc. (WERN),2.02B,299.51M
TUES,Tuesday Morning Corporation,"Discount, Variety Stores",683.20M,Tuesday Morning Corporation (TUES),849.20M,12.72M
USAC,"USA Compression Partners, LP",Oil & Gas Pipelines,995.00M,"USA Compression Partners, LP (USAC)",136.05M,71.09M
RZA,Reinsurance Group of America Inc.,,1.71B,Reinsurance Group of America Inc. (RZA),10.25B,967.23M
TAYD,Taylor Devices Inc.,Diversified Machinery,27.16M,Taylor Devices Inc. (TAYD),22.71M,3.44M
BCRH,Blue Capital Reinsurance Holdings Ltd.,,N/A,Blue Capital Reinsurance Holdings Ltd. (BCRH),N/A,N/A
ALDW,"Alon USA Partners, LP",Oil & Gas Refining & Marketing,1.04B,"Alon USA Partners, LP (ALDW)",3.38B,324.10M
USAP,Universal Stainless & Alloy Products Inc.,Steel & Iron,251.12M,Universal Stainless & Alloy Products Inc. (USAP),187.63M,14.44M
EXPE,Expedia Inc.,Lodging,9.08B,Expedia Inc. (EXPE),4.59B,640.11M
EXPO,Exponent Inc.,Management Services,1.01B,Exponent Inc. (EXPO),276.06M,62.24M
FAST,Fastenal Company,General Building Materials,14.10B,Fastenal Company (FAST),3.27B,774.82M
UNS,UNS Energy Corporation,Electric Utilities,2.49B,UNS Energy Corporation (UNS),1.48B,438.46M
LPI,"Laredo Petroleum Holdings, Inc.",Independent Oil & Gas,3.90B,"Laredo Petroleum Holdings, Inc. (LPI)",667.36M,461.10M
ADBE,Adobe Systems Inc.,Application Software,29.90B,Adobe Systems Inc. (ADBE),4.06B,769.06M
LPL,"LG Display Co., Ltd.",Diversified Electronics,8.69B,"LG Display Co., Ltd. (LPL)",25.83B,4.99B
LPS,"Lender Processing Services, Inc.",Business Services,3.19B,"Lender Processing Services, Inc. (LPS)",1.86B,330.54M
LPX,Louisiana-Pacific Corp.,Building Materials Wholesale,2.61B,Louisiana-Pacific Corp. (LPX),2.08B,338.50M
GSF,"The Goldman Sachs Group, Inc.",,11.17B,"The Goldman Sachs Group, Inc. (GSF)",34.66B,N/A
GSE,GSE Holdings Inc.,Synthetics,42.35M,GSE Holdings Inc. (GSE),442.67M,17.80M
BTT,BlackRock Municipal Target Term,,0,BlackRock Municipal Target Term (BTT),0,0
BTZ,BlackRock Credit Allocation Income Trust IV,,0,BlackRock Credit Allocation Income Trust IV (BTZ),0,0
GSM,"Globe Specialty Metals, Inc.",Industrial Metals & Minerals,1.36B,"Globe Specialty Metals, Inc. (GSM)",729.84M,75.42M
GSL,"Global Ship Lease, Inc.",Shipping,330.06M,"Global Ship Lease, Inc. (GSL)",143.32M,89.82M
GSK,GlaxoSmithKline plc,Drug Manufacturers - Major,128.59B,GlaxoSmithKline plc (GSK),42.44B,14.92B
GSJ,"The Goldman Sachs Group, Inc.",,11.57B,"The Goldman Sachs Group, Inc. (GSJ)",34.66B,N/A
GSI,"General Steel Holdings, Inc.",Steel & Iron,51.29M,"General Steel Holdings, Inc. (GSI)",2.64B,-7.67M
GSH,Guangshen Railway Co. Ltd.,Railroads,3.26B,Guangshen Railway Co. Ltd. (GSH),2.48B,500.90M
BTA,BlackRock Long-Term Municipal Advantage Trust,Closed-End Fund - Debt,136.90M,BlackRock Long-Term Municipal Advantage Trust (BTA),12.21M,N/A
BTF,"Boulder Total Return Fund, Inc.",,0,"Boulder Total Return Fund, Inc. (BTF)",0,0
BTE,Baytex Energy Corp.,Independent Oil & Gas,4.89B,Baytex Energy Corp. (BTE),1.11B,580.41M
PRAA,Portfolio Recovery Associates Inc.,Business Services,2.63B,Portfolio Recovery Associates Inc. (PRAA),704.53M,298.50M
BTH,"Blyth, Inc.",Personal Products,174.25M,"Blyth, Inc. (BTH)",955.31M,53.26M
BTO,John Hancock Financial Opportun,,0,John Hancock Financial Opportun (BTO),0,0
PTP,Platinum Underwriters Holdings Ltd.,Property & Casualty Insurance,1.71B,Platinum Underwriters Holdings Ltd. (PTP),669.94M,360.86M
PTR,PetroChina Co. Ltd.,Major Integrated Oil & Gas,204.16B,PetroChina Co. Ltd. (PTR),363.60B,56.82B
PTY,Pimco Corporate & Income Opport,,0,Pimco Corporate & Income Opport (PTY),0,0
AMBA,"Ambarella, Inc.",Semiconductor Equipment & Materials,956.10M,"Ambarella, Inc. (AMBA)",149.16M,26.82M
HCC,HCC Insurance Holdings Inc.,Property & Casualty Insurance,4.56B,HCC Insurance Holdings Inc. (HCC),2.55B,612.56M
B,Barnes Group Inc.,Industrial Equipment & Components,2.02B,Barnes Group Inc. (B),1.36B,227.82M
SEAC,SeaChange International Inc.,Application Software,399.36M,SeaChange International Inc. (SEAC),155.28M,17.70M
CXE,MFS High Income Municipal Trust,,0,MFS High Income Municipal Trust (CXE),0,0
SEAS,"SeaWorld Entertainment, Inc.",Sporting Activities,2.64B,"SeaWorld Entertainment, Inc. (SEAS)",1.45B,417.94M
UNF,UniFirst Corp.,Textile - Apparel Clothing,2.14B,UniFirst Corp. (UNF),1.36B,256.49M
NYMTP,New York Mortgage Trust Inc.,,1.28B,New York Mortgage Trust Inc. (NYMTP),71.95M,N/A
GUT-PA,Gabelli Utility Trust (The) 5.6,,0,Gabelli Utility Trust (The) 5.6 (GUT-PA),0,0
UNH,UnitedHealth Group Incorporated,Health Care Plans,75.81B,UnitedHealth Group Incorporated (UNH),120.14B,10.26B
EROC,"Eagle Rock Energy Partners, L.P.",Oil & Gas Refining & Marketing,928.67M,"Eagle Rock Energy Partners, L.P. (EROC)",1.20B,279.93M
CWTR,Coldwater Creek Inc.,Textile - Apparel Footwear & Accessories,22.83M,Coldwater Creek Inc. (CWTR),680.69M,-33.45M
RJET,Republic Airways Holdings Inc.,Regional Airlines,519.08M,Republic Airways Holdings Inc. (RJET),2.76B,450.80M
KOF,Coca-Cola FEMSA S.A.B de C.V.,Beverages - Soft Drinks,25.24B,Coca-Cola FEMSA S.A.B de C.V. (KOF),11.80B,2.18B
EIG,"Employers Holdings, Inc.",Property & Casualty Insurance,987.80M,"Employers Holdings, Inc. (EIG)",690.80M,142.70M
EIX,Edison International,Electric Utilities,15.09B,Edison International (EIX),12.70B,4.33B
GSOL,Global Sources Ltd.,Business Services,280.11M,Global Sources Ltd. (GSOL),198.12M,41.99M
AROW,Arrow Financial Corporation,Regional - Northeast Banks,327.48M,Arrow Financial Corporation (AROW),83.41M,N/A
YDKN,Yadkin Financial Corporation,Regional - Mid-Atlantic Banks,242.05M,Yadkin Financial Corporation (YDKN),49.24M,N/A
REGI,"Renewable Energy Group, Inc.",Oil & Gas Refining & Marketing,417.73M,"Renewable Energy Group, Inc. (REGI)",1.34B,168.80M
REGN,"Regeneron Pharmaceuticals, Inc.",Biotechnology,27.04B,"Regeneron Pharmaceuticals, Inc. (REGN)",1.91B,733.32M
SBAC,SBA Communications Corp.,Rental & Leasing Services,11.53B,SBA Communications Corp. (SBAC),1.26B,782.78M
BONT,Bon-Ton Stores Inc.,Department Stores,332.53M,Bon-Ton Stores Inc. (BONT),2.93B,186.11M
DUKH,Duke Energy Corporation,,14.58B,Duke Energy Corporation (DUKH),23.58B,8.62B
FRAN,Francesca's Holdings Corporation,Apparel Stores,773.00M,Francesca's Holdings Corporation (FRAN),334.89M,90.47M
ATVI,"Activision Blizzard, Inc.",Multimedia & Graphics Software,12.40B,"Activision Blizzard, Inc. (ATVI)",4.83B,1.71B
PODD,Insulet Corporation,Medical Instruments & Supplies,2.02B,Insulet Corporation (PODD),236.38M,-23.63M
ESGR,Enstar Group Limited,Property & Casualty Insurance,2.31B,Enstar Group Limited (ESGR),318.16M,-21.71M
NWPX,Northwest Pipe Co.,Steel & Iron,356.79M,Northwest Pipe Co. (NWPX),496.55M,49.15M
EGBN,"Eagle Bancorp, Inc.",Regional - Mid-Atlantic Banks,790.28M,"Eagle Bancorp, Inc. (EGBN)",155.52M,N/A
RAIL,FreightCar America Inc.,Railroads,320.72M,FreightCar America Inc. (RAIL),327.25M,-961.00K
LOGM,"LogMeIn, Inc.",Application Software,812.61M,"LogMeIn, Inc. (LOGM)",158.06M,5.26M
CSTE,CaesarStone Sdot-Yam Ltd.,General Building Materials,1.73B,CaesarStone Sdot-Yam Ltd. (CSTE),335.96M,83.35M
NVTL,Novatel Wireless Inc.,Diversified Communication Services,80.77M,Novatel Wireless Inc. (NVTL),340.39M,-25.03M
BRK-B,Berkshire Hathaway Inc.,,195.27M,Berkshire Hathaway Inc. (BRK-B),179.82B,36.90B
BRK-A,Berkshire Hathaway Inc.,Property & Casualty Insurance,293.00B,Berkshire Hathaway Inc. (BRK-A),179.82B,36.90B
SPPI,"Spectrum Pharmaceuticals, Inc.",Biotechnology,547.84M,"Spectrum Pharmaceuticals, Inc. (SPPI)",184.44M,12.76M
DVR,Cal Dive International Inc,Oil & Gas Equipment & Services,196.47M,Cal Dive International Inc (DVR),503.55M,13.58M
AEM,Agnico Eagle Mines Limited,Gold,4.58B,Agnico Eagle Mines Limited (AEM),1.65B,545.63M
QEP,"QEP Resources, Inc.",Oil & Gas Pipelines,5.49B,"QEP Resources, Inc. (QEP)",2.93B,1.54B
WHLR,"Wheeler Real Estate Investment Trust, Inc.",REIT - Diversified,30.47M,"Wheeler Real Estate Investment Trust, Inc. (WHLR)",6.15M,-104.97K
PTRY,"The Pantry, Inc.",Grocery Stores,394.88M,"The Pantry, Inc. (PTRY)",7.21B,216.16M
SASR,Sandy Spring Bancorp Inc.,Regional - Mid-Atlantic Banks,704.36M,Sandy Spring Bancorp Inc. (SASR),177.09M,N/A
OVRL,Overland Storage Inc.,Data Storage Devices,30.18M,Overland Storage Inc. (OVRL),46.92M,-16.81M
XRAY,DENTSPLY International Inc.,Medical Instruments & Supplies,6.92B,DENTSPLY International Inc. (XRAY),2.95B,562.50M
AF-PC,Astoria Financial Corporation D,,0,Astoria Financial Corporation D (AF-PC),0,0
CDNS,Cadence Design Systems Inc.,Application Software,4.03B,Cadence Design Systems Inc. (CDNS),1.43B,305.31M
NGPC,NGP Capital Resources Company,,0,NGP Capital Resources Company (NGPC),0,0
HLIT,Harmonic Inc.,Communication Equipment,743.96M,Harmonic Inc. (HLIT),513.29M,31.40M
ONCY,Oncolytics Biotech Inc.,,131.37M,Oncolytics Biotech Inc. (ONCY),N/A,-26.95M
KRA,Kraton Performance Polymers Inc.,Specialty Chemicals,749.77M,Kraton Performance Polymers Inc. (KRA),1.30B,86.41M
KRC,Kilroy Realty Corp.,REIT - Office,4.12B,Kilroy Realty Corp. (KRC),466.38M,283.54M
MXWL,"Maxwell Technologies, Inc.",Diversified Electronics,224.43M,"Maxwell Technologies, Inc. (MXWL)",199.06M,23.28M
KRG,Kite Realty Group Trust,REIT - Retail,616.63M,Kite Realty Group Trust (KRG),123.55M,77.29M
KRO,"Kronos Worldwide, Inc.",Specialty Chemicals,2.21B,"Kronos Worldwide, Inc. (KRO)",1.76B,-42.60M
PVTB,"PrivateBancorp, Inc.",Regional - Midwest Banks,2.25B,"PrivateBancorp, Inc. (PVTB)",492.87M,N/A
NWBOW,"Northwest Biotherapeutics, Inc.",,0,"Northwest Biotherapeutics, Inc. (NWBOW)",0,0
UCBI,"United Community Banks, Inc.",Regional - Mid-Atlantic Banks,1.05B,"United Community Banks, Inc. (UCBI)",199.65M,N/A
TEVA,Teva Pharmaceutical Industries Limited,Drug Manufacturers - Other,33.87B,Teva Pharmaceutical Industries Limited (TEVA),20.13B,5.51B
OPTR,"Optimer Pharmaceuticals, Inc.",,0,"Optimer Pharmaceuticals, Inc. (OPTR)",0,0
ABCD,"Cambium Learning Group, Inc.",Education & Training Services,78.95M,"Cambium Learning Group, Inc. (ABCD)",151.49M,20.90M
ABCB,Ameris Bancorp,Regional - Mid-Atlantic Banks,504.68M,Ameris Bancorp (ABCB),149.18M,N/A
AEV,AEGON N.V.,,51.98B,AEGON N.V. (AEV),54.73B,2.41B
DENN,Denny's Corporation,Restaurants,641.61M,Denny's Corporation (DENN),464.29M,76.32M
IACI,IAC/InterActiveCorp,Internet Information Providers,5.72B,IAC/InterActiveCorp (IACI),3.02B,475.91M
URBN,Urban Outfitters Inc.,Apparel Stores,5.47B,Urban Outfitters Inc. (URBN),3.04B,553.45M
RPXC,RPX Corporation,Business Services,886.81M,RPX Corporation (RPXC),228.79M,167.59M
PBCP,"Polonia Bancorp, Inc.",Savings & Loans,32.69M,"Polonia Bancorp, Inc. (PBCP)",12.56M,N/A
IHS,IHS Inc.,Information & Delivery Services,8.04B,IHS Inc. (IHS),1.70B,367.00M
FDP,Fresh Del Monte Produce Inc.,Farm Products,1.59B,Fresh Del Monte Produce Inc. (FDP),3.58B,192.20M
IHD,ING Emerging Markets High Divid,,0,ING Emerging Markets High Divid (IHD),0,0
IHG,Intercontinental Hotels Group plc,Lodging,8.89B,Intercontinental Hotels Group plc (IHG),1.89B,739.00M
BAC-WTA,BANK OF AMERICA  WARRANTS CLAS,,0,BANK OF AMERICA  WARRANTS CLAS (BAC-WTA),0,0
IHC,Independence Holding Co.,Life Insurance,238.60M,Independence Holding Co. (IHC),544.39M,32.49M
BID,Sotheby's,"Specialty Retail, Other",3.66B,Sotheby's (BID),805.60M,221.73M
BIE,BlackRock Municipal Bond Investment Trust,Closed-End Fund - Debt,44.66M,BlackRock Municipal Bond Investment Trust (BIE),4.09M,N/A
BIG,Big Lots Inc.,"Discount, Variety Stores",1.89B,Big Lots Inc. (BIG),5.44B,389.54M
PRGO,Perrigo Company,Drug Related Products,14.47B,Perrigo Company (PRGO),3.70B,901.60M
KRFT,"Kraft Foods Group, Inc.",Food - Major Diversified,32.12B,"Kraft Foods Group, Inc. (KRFT)",18.18B,4.05B
BIN,Progressive Waste Solutions Ltd.,Waste Management,2.83B,Progressive Waste Solutions Ltd. (BIN),2.02B,532.23M
BIO,"Bio-Rad Laboratories, Inc.",Scientific & Technical Instruments,3.55B,"Bio-Rad Laboratories, Inc. (BIO)",2.10B,316.51M
BIT,BlackRock Multi-Sector Income T,,0,BlackRock Multi-Sector Income T (BIT),0,0
BIP,Brookfield Infrastructure Partners L.P.,Electric Utilities,5.89B,Brookfield Infrastructure Partners L.P. (BIP),2.29B,1.01B
TMK,Torchmark Corporation,Life Insurance,7.07B,Torchmark Corporation (TMK),3.77B,870.17M
TMH,"Team Health Holdings, Inc.",Staffing & Outsourcing Services,3.18B,"Team Health Holdings, Inc. (TMH)",2.31B,230.02M
CWT,California Water Service Group,Water Utilities,1.10B,California Water Service Group (CWT),571.93M,152.27M
OLP,One Liberty Properties Inc.,REIT - Diversified,314.93M,One Liberty Properties Inc. (OLP),49.97M,36.88M
SWIR,Sierra Wireless Inc.,,730.49M,Sierra Wireless Inc. (SWIR),432.66M,-4.11M
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc.",Nonmetallic Mineral Mining,24.50M,"SinoCoking Coal and Coke Chemical Industries, Inc. (SCOK)",66.60M,7.63M
RAVN,Raven Industries Inc.,Diversified Machinery,1.50B,Raven Industries Inc. (RAVN),391.61M,80.88M
OLN,Olin Corp.,Specialty Chemicals,2.30B,Olin Corp. (OLN),2.54B,449.80M
HGT,Hugoton Royalty Trust,Oil & Gas Drilling & Exploration,300.00M,Hugoton Royalty Trust (HGT),33.08M,N/A
HMPR,Hampton Roads Bankshares Inc.,Regional - Mid-Atlantic Banks,297.96M,Hampton Roads Bankshares Inc. (HMPR),85.91M,N/A
GARS,N/A,,0,N/A (GARS),0,0
HGG,"hhgregg, Inc.",Electronics Stores,425.36M,"hhgregg, Inc. (HGG)",2.49B,94.11M
HGH,Hartford Financial Services Gro,,0,Hartford Financial Services Gro (HGH),0,0
PNY,Piedmont Natural Gas Co. Inc.,Gas Utilities,2.52B,Piedmont Natural Gas Co. Inc. (PNY),1.28B,342.33M
DTSI,DTS Inc.,Application Software,434.92M,DTS Inc. (DTSI),117.85M,18.18M
SHLD,Sears Holdings Corporation,Department Stores,5.22B,Sears Holdings Corporation (SHLD),37.86B,-544.00M
SHLM,"A. Schulman, Inc.",Chemicals - Major Diversified,1.03B,"A. Schulman, Inc. (SHLM)",2.19B,126.46M
MGPI,MGP Ingredients Inc.,Processed & Packaged Goods,92.65M,MGP Ingredients Inc. (MGPI),332.32M,8.68M
COST,Costco Wholesale Corporation,"Discount, Variety Stores",52.34B,Costco Wholesale Corporation (COST),105.16B,4.00B
PNF,PIMCO New York Municipal Income,,0,PIMCO New York Municipal Income (PNF),0,0
CWEI,"Clayton Williams Energy, Inc.",Independent Oil & Gas,996.84M,"Clayton Williams Energy, Inc. (CWEI)",414.87M,241.43M
RXN,Rexnord Corporation,Diversified Machinery,2.64B,Rexnord Corporation (RXN),2.04B,384.80M
PNK,Pinnacle Entertainment Inc.,Resorts & Casinos,1.54B,Pinnacle Entertainment Inc. (PNK),1.40B,279.31M
PNI,Pimco New York Municipal Income,,0,Pimco New York Municipal Income (PNI),0,0
FUEL,Rocket Fuel Inc.,Advertising Agencies,2.02B,Rocket Fuel Inc. (FUEL),195.13M,-15.05M
MOFG,"MidWest One Financial Group, Inc.",Regional - Southwest  Banks,230.38M,"MidWest One Financial Group, Inc. (MOFG)",68.07M,N/A
PNM,"PNM Resources, Inc.",Diversified Utilities,1.92B,"PNM Resources, Inc. (PNM)",1.39B,500.82M
AVEO,"AVEO Pharmaceuticals, Inc.",Biotechnology,94.22M,"AVEO Pharmaceuticals, Inc. (AVEO)",16.50M,-94.19M
BRS,"Bristow Group, Inc.","Air Services, Other",2.75B,"Bristow Group, Inc. (BRS)",1.44B,305.33M
TDG,TransDigm Group Incorporated,Aerospace/Defense Products & Services,8.48B,TransDigm Group Incorporated (TDG),1.82B,821.33M
BRP,Brookfield Residential Properties Inc.,Real Estate Development,2.83B,Brookfield Residential Properties Inc. (BRP),1.52B,180.09M
BRY,Berry Petroleum Co.,Independent Oil & Gas,0,Berry Petroleum Co. (BRY),0,0
BRX,Brixmor Property Group Inc. Com,,0,Brixmor Property Group Inc. Com (BRX),0,0
BRE,BRE Properties Inc.,REIT - Residential,4.22B,BRE Properties Inc. (BRE),410.86M,260.66M
BRC,Brady Corp.,Security Software & Services,1.61B,Brady Corp. (BRC),1.19B,181.64M
BRO,Brown & Brown Inc.,Insurance Brokers,4.57B,Brown & Brown Inc. (BRO),1.32B,455.12M
PVH,PVH Corp.,Textile - Apparel Clothing,11.10B,PVH Corp. (PVH),7.77B,1.25B
PVA,Penn Virginia Corporation,Independent Oil & Gas,613.57M,Penn Virginia Corporation (PVA),391.26M,233.85M
PVG,Pretium Resources Inc.,Industrial Metals & Minerals,542.06M,Pretium Resources Inc. (PVG),N/A,-10.67M
PVD,Administradora de Fondos de Pensiones Provida S.A.,Diversified Investments,1.92B,Administradora de Fondos de Pensiones Provida S.A. (PVD),388.75M,237.29M
PVR,"PVR Partners, L.P.",Oil & Gas Equipment & Services,2.73B,"PVR Partners, L.P. (PVR)",1.10B,306.77M
CJES,"C&J; Energy Services, Inc.",Oil & Gas Equipment & Services,1.23B,"C&J; Energy Services, Inc. (CJES)",1.09B,223.84M
ERIC,Ericsson,,39.51B,Ericsson (ERIC),34.12B,4.07B
ERIE,Erie Indemnity Company,Insurance Brokers,3.85B,Erie Indemnity Company (ERIE),5.95B,N/A
EOI,Eaton Vance Enhance Equity Inco,,0,Eaton Vance Enhance Equity Inco (EOI),0,0
EOD,Wells Fargo Advantage Global Di,,0,Wells Fargo Advantage Global Di (EOD),0,0
EOG,"EOG Resources, Inc.",Independent Oil & Gas,45.82B,"EOG Resources, Inc. (EOG)",13.76B,6.86B
EOC,Empresa Nacional de Electricidad S.A.,Electric Utilities,12.19B,Empresa Nacional de Electricidad S.A. (EOC),4.28B,1.93B
DNDN,Dendreon Corp.,Biotechnology,456.73M,Dendreon Corp. (DNDN),0,0
EOT,Eaton Vance Municipal Income Tr,,0,Eaton Vance Municipal Income Tr (EOT),0,0
