Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
BKT,"BlackRock Income Trust, Inc.",Closed-End Fund - Debt,412.43M,"BlackRock Income Trust, Inc.(BKT)",348B,745B
BKU,"BankUnited, Inc.",Regional - Mid-Atlantic Banks,3.29B,"BankUnited, Inc.(BKU)",11B,698B
TKC,Turkcell Iletisim Hizmetleri AS,Wireless Communications,12.06B,Turkcell Iletisim Hizmetleri AS(TKC),776B,949M
TKF,"Turkish Investment Fund, Inc. (",,0,"Turkish Investment Fund, Inc. ((TKF)",7B,664M
AUY,"Yamana Gold, Inc.",Gold,6.48B,"Yamana Gold, Inc.(AUY)",977B,232M
MNR,Monmouth Real Estate Investment Corp.,REIT - Industrial,423.91M,Monmouth Real Estate Investment Corp.(MNR),83M,749B
VNO,Vornado Realty Trust,REIT - Diversified,16.76B,Vornado Realty Trust(VNO),30M,405B
MNK,Mallinckrodt plc,Drugs - Generic,3.02B,Mallinckrodt plc(MNK),95M,437B
MNI,The McClatchy Company,Publishing - Newspapers,292.69M,The McClatchy Company(MNI),234B,956B
AUO,AU Optronics Corp.,Semiconductor - Broad Line,2.99B,AU Optronics Corp.(AUO),288M,813M
QIWI,Qiwi plc,Credit Services,2.91B,Qiwi plc(QIWI),574M,49M
NSIT,Insight Enterprises Inc.,Application Software,968.69M,Insight Enterprises Inc.(NSIT),854M,732M
TPGI,Thomas Properties Group Inc.,Property Management,0,Thomas Properties Group Inc.(TPGI),26B,845M
SIFY,Sify Technologies Limited,Internet Service Providers,284.47M,Sify Technologies Limited(SIFY),317M,984M
WNRL,"Western Refining Logistics, LP",Oil & Gas Pipelines,1.23B,"Western Refining Logistics, LP(WNRL)",206M,917B
FDML,Federal-Mogul Corporation,Auto Parts,2.91B,Federal-Mogul Corporation(FDML),545B,949M
CVCY,Central Valley Community Bancorp,Regional - Pacific Banks,119.18M,Central Valley Community Bancorp(CVCY),554M,346B
BSRR,Sierra Bancorp,Regional - Pacific Banks,230.83M,Sierra Bancorp(BSRR),32M,544M
MKTG,"Responsys, Inc.",Application Software,1.40B,"Responsys, Inc.(MKTG)",319B,682B
MKTX,MarketAxess Holdings Inc.,Investment Brokerage - National,2.46B,MarketAxess Holdings Inc.(MKTX),246M,190B
WERN,Werner Enterprises Inc.,Trucking,1.79B,Werner Enterprises Inc.(WERN),622B,245B
TUES,Tuesday Morning Corporation,"Discount, Variety Stores",693.05M,Tuesday Morning Corporation(TUES),610B,938B
USAC,"USA Compression Partners, LP",Oil & Gas Pipelines,999.46M,"USA Compression Partners, LP(USAC)",722M,686M
RZA,Reinsurance Group of America Inc.,,1.70B,Reinsurance Group of America Inc.(RZA),425M,403M
TAYD,Taylor Devices Inc.,Diversified Machinery,26.90M,Taylor Devices Inc.(TAYD),205B,98B
BCRH,Blue Capital Reinsurance Holdings Ltd.,,N/A,Blue Capital Reinsurance Holdings Ltd.(BCRH),822M,680B
ALDW,"Alon USA Partners, LP",Oil & Gas Refining & Marketing,1.07B,"Alon USA Partners, LP(ALDW)",530B,618B
USAP,Universal Stainless & Alloy Products Inc.,Steel & Iron,249.87M,Universal Stainless & Alloy Products Inc.(USAP),153B,763M
EXPE,Expedia Inc.,Lodging,8.95B,Expedia Inc.(EXPE),291M,50M
EXPO,Exponent Inc.,Management Services,1.03B,Exponent Inc.(EXPO),54M,115B
FAST,Fastenal Company,General Building Materials,14.21B,Fastenal Company(FAST),461M,742M
UNS,UNS Energy Corporation,Electric Utilities,2.49B,UNS Energy Corporation(UNS),279M,42B
LPI,"Laredo Petroleum Holdings, Inc.",Independent Oil & Gas,3.85B,"Laredo Petroleum Holdings, Inc.(LPI)",460B,405B
ADBE,Adobe Systems Inc.,Application Software,29.70B,Adobe Systems Inc.(ADBE),809M,35B
LPL,"LG Display Co., Ltd.",Diversified Electronics,8.59B,"LG Display Co., Ltd.(LPL)",731B,943B
LPS,"Lender Processing Services, Inc.",Business Services,3.20B,"Lender Processing Services, Inc.(LPS)",782M,73M
LPX,Louisiana-Pacific Corp.,Building Materials Wholesale,2.64B,Louisiana-Pacific Corp.(LPX),668M,33M
GSF,"The Goldman Sachs Group, Inc.",,11.12B,"The Goldman Sachs Group, Inc.(GSF)",823B,20B
GSE,GSE Holdings Inc.,Synthetics,42.86M,GSE Holdings Inc.(GSE),441M,529M
BTT,BlackRock Municipal Target Term,,0,BlackRock Municipal Target Term(BTT),833B,877M
BTZ,BlackRock Credit Allocation Income Trust IV,,0,BlackRock Credit Allocation Income Trust IV(BTZ),923M,393B
GSM,"Globe Specialty Metals, Inc.",Industrial Metals & Minerals,1.35B,"Globe Specialty Metals, Inc.(GSM)",77B,381M
GSL,"Global Ship Lease, Inc.",Shipping,334.46M,"Global Ship Lease, Inc.(GSL)",826B,521M
GSK,GlaxoSmithKline plc,Drug Manufacturers - Major,127.80B,GlaxoSmithKline plc(GSK),700B,460M
GSJ,"The Goldman Sachs Group, Inc.",,11.51B,"The Goldman Sachs Group, Inc.(GSJ)",553M,650M
GSI,"General Steel Holdings, Inc.",Steel & Iron,50.32M,"General Steel Holdings, Inc.(GSI)",738B,585M
GSH,Guangshen Railway Co. Ltd.,Railroads,3.25B,Guangshen Railway Co. Ltd.(GSH),276B,273M
BTA,BlackRock Long-Term Municipal Advantage Trust,Closed-End Fund - Debt,137.04M,BlackRock Long-Term Municipal Advantage Trust(BTA),671M,897M
BTF,"Boulder Total Return Fund, Inc.",,0,"Boulder Total Return Fund, Inc.(BTF)",568B,379M
BTE,Baytex Energy Corp.,Independent Oil & Gas,4.89B,Baytex Energy Corp.(BTE),7M,981M
PRAA,Portfolio Recovery Associates Inc.,Business Services,2.61B,Portfolio Recovery Associates Inc.(PRAA),671B,246M
BTH,"Blyth, Inc.",Personal Products,173.45M,"Blyth, Inc.(BTH)",840B,536B
BTO,John Hancock Financial Opportun,,0,John Hancock Financial Opportun(BTO),6M,313B
PTP,Platinum Underwriters Holdings Ltd.,Property & Casualty Insurance,1.71B,Platinum Underwriters Holdings Ltd.(PTP),116M,314B
PTR,PetroChina Co. Ltd.,Major Integrated Oil & Gas,203.60B,PetroChina Co. Ltd.(PTR),757B,191M
PTY,Pimco Corporate & Income Opport,,0,Pimco Corporate & Income Opport(PTY),441B,677M
AMBA,"Ambarella, Inc.",Semiconductor Equipment & Materials,896.58M,"Ambarella, Inc.(AMBA)",277M,953B
HCC,HCC Insurance Holdings Inc.,Property & Casualty Insurance,4.51B,HCC Insurance Holdings Inc.(HCC),212M,454B
B,Barnes Group Inc.,Industrial Equipment & Components,2.01B,Barnes Group Inc.(B),366B,982B
SEAC,SeaChange International Inc.,Application Software,393.45M,SeaChange International Inc.(SEAC),772M,985M
CXE,MFS High Income Municipal Trust,,0,MFS High Income Municipal Trust(CXE),172M,843B
SEAS,"SeaWorld Entertainment, Inc.",Sporting Activities,2.58B,"SeaWorld Entertainment, Inc.(SEAS)",853B,75B
UNF,UniFirst Corp.,Textile - Apparel Clothing,2.14B,UniFirst Corp.(UNF),177B,653B
NYMTP,New York Mortgage Trust Inc.,,1.26B,New York Mortgage Trust Inc.(NYMTP),962M,10M
GUT-PA,Gabelli Utility Trust (The) 5.6,,0,Gabelli Utility Trust (The) 5.6(GUT-PA),827B,671M
UNH,UnitedHealth Group Incorporated,Health Care Plans,75.14B,UnitedHealth Group Incorporated(UNH),220M,370M
EROC,"Eagle Rock Energy Partners, L.P.",Oil & Gas Refining & Marketing,882.63M,"Eagle Rock Energy Partners, L.P.(EROC)",346B,423B
CWTR,Coldwater Creek Inc.,Textile - Apparel Footwear & Accessories,22.79M,Coldwater Creek Inc.(CWTR),882B,152B
RJET,Republic Airways Holdings Inc.,Regional Airlines,520.55M,Republic Airways Holdings Inc.(RJET),698B,31M
KOF,Coca-Cola FEMSA S.A.B de C.V.,Beverages - Soft Drinks,25.32B,Coca-Cola FEMSA S.A.B de C.V.(KOF),671M,33M
EIG,"Employers Holdings, Inc.",Property & Casualty Insurance,992.17M,"Employers Holdings, Inc.(EIG)",279B,38B
EIX,Edison International,Electric Utilities,15.07B,Edison International(EIX),827B,139B
GSOL,Global Sources Ltd.,Business Services,274.94M,Global Sources Ltd.(GSOL),897B,285B
AROW,Arrow Financial Corporation,Regional - Northeast Banks,323.85M,Arrow Financial Corporation(AROW),877M,323M
YDKN,Yadkin Financial Corporation,Regional - Mid-Atlantic Banks,266.77M,Yadkin Financial Corporation(YDKN),519M,910B
REGI,"Renewable Energy Group, Inc.",Oil & Gas Refining & Marketing,438.87M,"Renewable Energy Group, Inc.(REGI)",49B,332M
REGN,"Regeneron Pharmaceuticals, Inc.",Biotechnology,27.39B,"Regeneron Pharmaceuticals, Inc.(REGN)",274M,684B
SBAC,SBA Communications Corp.,Rental & Leasing Services,11.46B,SBA Communications Corp.(SBAC),9B,870B
BONT,Bon-Ton Stores Inc.,Department Stores,337.33M,Bon-Ton Stores Inc.(BONT),140M,3B
DUKH,Duke Energy Corporation,,14.58B,Duke Energy Corporation(DUKH),364M,526M
FRAN,Francesca's Holdings Corporation,Apparel Stores,782.24M,Francesca's Holdings Corporation(FRAN),986B,73M
ATVI,"Activision Blizzard, Inc.",Multimedia & Graphics Software,12.41B,"Activision Blizzard, Inc.(ATVI)",849B,330B
PODD,Insulet Corporation,Medical Instruments & Supplies,2.04B,Insulet Corporation(PODD),157M,627M
ESGR,Enstar Group Limited,Property & Casualty Insurance,2.28B,Enstar Group Limited(ESGR),852M,119B
NWPX,Northwest Pipe Co.,Steel & Iron,359.13M,Northwest Pipe Co.(NWPX),468M,382M
EGBN,"Eagle Bancorp, Inc.",Regional - Mid-Atlantic Banks,796.73M,"Eagle Bancorp, Inc.(EGBN)",715M,766B
RAIL,FreightCar America Inc.,Railroads,324.57M,FreightCar America Inc.(RAIL),202M,104M
LOGM,"LogMeIn, Inc.",Application Software,803.29M,"LogMeIn, Inc.(LOGM)",311B,287B
CSTE,CaesarStone Sdot-Yam Ltd.,General Building Materials,1.68B,CaesarStone Sdot-Yam Ltd.(CSTE),142B,22B
NVTL,Novatel Wireless Inc.,Diversified Communication Services,81.99M,Novatel Wireless Inc.(NVTL),116M,263B
BRK-B,Berkshire Hathaway Inc.,,194.03M,Berkshire Hathaway Inc.(BRK-B),336B,2M
BRK-A,Berkshire Hathaway Inc.,Property & Casualty Insurance,291.29B,Berkshire Hathaway Inc.(BRK-A),150M,393M
SPPI,"Spectrum Pharmaceuticals, Inc.",Biotechnology,550.32M,"Spectrum Pharmaceuticals, Inc.(SPPI)",827B,434B
DVR,Cal Dive International Inc,Oil & Gas Equipment & Services,198.43M,Cal Dive International Inc(DVR),967M,386B
AEM,Agnico Eagle Mines Limited,Gold,4.56B,Agnico Eagle Mines Limited(AEM),507M,878M
QEP,"QEP Resources, Inc.",Oil & Gas Pipelines,5.51B,"QEP Resources, Inc.(QEP)",743M,544M
WHLR,"Wheeler Real Estate Investment Trust, Inc.",REIT - Diversified,29.90M,"Wheeler Real Estate Investment Trust, Inc.(WHLR)",862B,787B
PTRY,"The Pantry, Inc.",Grocery Stores,395.12M,"The Pantry, Inc.(PTRY)",81M,139M
SASR,Sandy Spring Bancorp Inc.,Regional - Mid-Atlantic Banks,704.61M,Sandy Spring Bancorp Inc.(SASR),956M,234B
OVRL,Overland Storage Inc.,Data Storage Devices,30.80M,Overland Storage Inc.(OVRL),461B,760M
XRAY,DENTSPLY International Inc.,Medical Instruments & Supplies,6.92B,DENTSPLY International Inc.(XRAY),977M,163M
AF-PC,Astoria Financial Corporation D,,0,Astoria Financial Corporation D(AF-PC),565B,253M
CDNS,Cadence Design Systems Inc.,Application Software,4.05B,Cadence Design Systems Inc.(CDNS),861M,244M
NGPC,NGP Capital Resources Company,,0,NGP Capital Resources Company(NGPC),533B,614M
HLIT,Harmonic Inc.,Communication Equipment,749.16M,Harmonic Inc.(HLIT),91B,545B
ONCY,Oncolytics Biotech Inc.,,130.53M,Oncolytics Biotech Inc.(ONCY),762B,3B
KRA,Kraton Performance Polymers Inc.,Specialty Chemicals,754.65M,Kraton Performance Polymers Inc.(KRA),521B,327B
KRC,Kilroy Realty Corp.,REIT - Office,4.12B,Kilroy Realty Corp.(KRC),345B,61M
MXWL,"Maxwell Technologies, Inc.",Diversified Electronics,223.27M,"Maxwell Technologies, Inc.(MXWL)",59M,709M
KRG,Kite Realty Group Trust,REIT - Retail,611.00M,Kite Realty Group Trust(KRG),580B,257B
KRO,"Kronos Worldwide, Inc.",Specialty Chemicals,2.17B,"Kronos Worldwide, Inc.(KRO)",620B,362B
PVTB,"PrivateBancorp, Inc.",Regional - Midwest Banks,2.25B,"PrivateBancorp, Inc.(PVTB)",980B,571M
NWBOW,"Northwest Biotherapeutics, Inc.",,0,"Northwest Biotherapeutics, Inc.(NWBOW)",317M,464M
UCBI,"United Community Banks, Inc.",Regional - Mid-Atlantic Banks,1.06B,"United Community Banks, Inc.(UCBI)",756B,39M
TEVA,Teva Pharmaceutical Industries Limited,Drug Manufacturers - Other,33.83B,Teva Pharmaceutical Industries Limited(TEVA),717B,369B
OPTR,"Optimer Pharmaceuticals, Inc.",,0,"Optimer Pharmaceuticals, Inc.(OPTR)",196M,717M
ABCD,"Cambium Learning Group, Inc.",Education & Training Services,83.71M,"Cambium Learning Group, Inc.(ABCD)",348B,54B
ABCB,Ameris Bancorp,Regional - Mid-Atlantic Banks,509.70M,Ameris Bancorp(ABCB),246M,494M
AEV,AEGON N.V.,,51.66B,AEGON N.V.(AEV),585M,864B
DENN,Denny's Corporation,Restaurants,664.82M,Denny's Corporation(DENN),906B,241M
IACI,IAC/InterActiveCorp,Internet Information Providers,5.67B,IAC/InterActiveCorp(IACI),967M,541M
URBN,Urban Outfitters Inc.,Apparel Stores,5.49B,Urban Outfitters Inc.(URBN),802B,176B
RPXC,RPX Corporation,Business Services,891.53M,RPX Corporation(RPXC),961B,91M
PBCP,"Polonia Bancorp, Inc.",Savings & Loans,32.69M,"Polonia Bancorp, Inc.(PBCP)",902M,450B
IHS,IHS Inc.,Information & Delivery Services,7.98B,IHS Inc.(IHS),917B,396M
FDP,Fresh Del Monte Produce Inc.,Farm Products,1.59B,Fresh Del Monte Produce Inc.(FDP),262M,170M
IHD,ING Emerging Markets High Divid,,0,ING Emerging Markets High Divid(IHD),414M,325M
IHG,Intercontinental Hotels Group plc,Lodging,8.91B,Intercontinental Hotels Group plc(IHG),658M,692B
BAC-WTA,BANK OF AMERICA  WARRANTS CLAS,,0,BANK OF AMERICA  WARRANTS CLAS(BAC-WTA),35M,439M
IHC,Independence Holding Co.,Life Insurance,236.30M,Independence Holding Co.(IHC),875M,478B
BID,Sotheby's,"Specialty Retail, Other",3.63B,Sotheby's(BID),509B,564B
BIE,BlackRock Municipal Bond Investment Trust,Closed-End Fund - Debt,44.50M,BlackRock Municipal Bond Investment Trust(BIE),911B,712B
BIG,Big Lots Inc.,"Discount, Variety Stores",1.87B,Big Lots Inc.(BIG),855M,587B
PRGO,Perrigo Company,Drug Related Products,14.41B,Perrigo Company(PRGO),107M,142B
KRFT,"Kraft Foods Group, Inc.",Food - Major Diversified,32.12B,"Kraft Foods Group, Inc.(KRFT)",850M,72B
BIN,Progressive Waste Solutions Ltd.,Waste Management,2.83B,Progressive Waste Solutions Ltd.(BIN),520B,765B
BIO,"Bio-Rad Laboratories, Inc.",Scientific & Technical Instruments,3.56B,"Bio-Rad Laboratories, Inc.(BIO)",637B,208M
BIT,BlackRock Multi-Sector Income T,,0,BlackRock Multi-Sector Income T(BIT),288B,205M
BIP,Brookfield Infrastructure Partners L.P.,Electric Utilities,5.86B,Brookfield Infrastructure Partners L.P.(BIP),844B,356M
TMK,Torchmark Corporation,Life Insurance,7.06B,Torchmark Corporation(TMK),237B,479B
TMH,"Team Health Holdings, Inc.",Staffing & Outsourcing Services,3.18B,"Team Health Holdings, Inc.(TMH)",612M,889B
CWT,California Water Service Group,Water Utilities,1.10B,California Water Service Group(CWT),794M,43M
OLP,One Liberty Properties Inc.,REIT - Diversified,319.31M,One Liberty Properties Inc.(OLP),677B,426B
SWIR,Sierra Wireless Inc.,,707.52M,Sierra Wireless Inc.(SWIR),264B,708B
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc.",Nonmetallic Mineral Mining,24.55M,"SinoCoking Coal and Coke Chemical Industries, Inc.(SCOK)",154B,611M
RAVN,Raven Industries Inc.,Diversified Machinery,1.52B,Raven Industries Inc.(RAVN),171M,520M
OLN,Olin Corp.,Specialty Chemicals,2.30B,Olin Corp.(OLN),459B,782M
HGT,Hugoton Royalty Trust,Oil & Gas Drilling & Exploration,301.60M,Hugoton Royalty Trust(HGT),818M,705M
HMPR,Hampton Roads Bankshares Inc.,Regional - Mid-Atlantic Banks,278.38M,Hampton Roads Bankshares Inc.(HMPR),241M,922B
GARS,N/A,,0,N/A(GARS),382B,13M
HGG,"hhgregg, Inc.",Electronics Stores,436.24M,"hhgregg, Inc.(HGG)",619M,186B
HGH,Hartford Financial Services Gro,,0,Hartford Financial Services Gro(HGH),604M,697M
PNY,Piedmont Natural Gas Co. Inc.,Gas Utilities,2.51B,Piedmont Natural Gas Co. Inc.(PNY),342B,312M
DTSI,DTS Inc.,Application Software,441.84M,DTS Inc.(DTSI),371B,661B
SHLD,Sears Holdings Corporation,Department Stores,5.04B,Sears Holdings Corporation(SHLD),567B,971M
SHLM,"A. Schulman, Inc.",Chemicals - Major Diversified,1.03B,"A. Schulman, Inc.(SHLM)",728M,43M
MGPI,MGP Ingredients Inc.,Processed & Packaged Goods,94.61M,MGP Ingredients Inc.(MGPI),19M,3B
COST,Costco Wholesale Corporation,"Discount, Variety Stores",52.15B,Costco Wholesale Corporation(COST),515B,290M
PNF,PIMCO New York Municipal Income,,0,PIMCO New York Municipal Income(PNF),922M,521M
CWEI,"Clayton Williams Energy, Inc.",Independent Oil & Gas,1.01B,"Clayton Williams Energy, Inc.(CWEI)",911B,930B
RXN,Rexnord Corporation,Diversified Machinery,2.61B,Rexnord Corporation(RXN),643B,917M
PNK,Pinnacle Entertainment Inc.,Resorts & Casinos,1.54B,Pinnacle Entertainment Inc.(PNK),565B,696M
PNI,Pimco New York Municipal Income,,0,Pimco New York Municipal Income(PNI),579M,487M
FUEL,Rocket Fuel Inc.,Advertising Agencies,1.92B,Rocket Fuel Inc.(FUEL),102B,437B
MOFG,"MidWest One Financial Group, Inc.",Regional - Southwest  Banks,239.70M,"MidWest One Financial Group, Inc.(MOFG)",698B,289B
PNM,"PNM Resources, Inc.",Diversified Utilities,1.93B,"PNM Resources, Inc.(PNM)",611M,582B
AVEO,"AVEO Pharmaceuticals, Inc.",Biotechnology,88.05M,"AVEO Pharmaceuticals, Inc.(AVEO)",811M,272B
BRS,"Bristow Group, Inc.","Air Services, Other",2.75B,"Bristow Group, Inc.(BRS)",689M,416B
TDG,TransDigm Group Incorporated,Aerospace/Defense Products & Services,8.42B,TransDigm Group Incorporated(TDG),158B,248B
BRP,Brookfield Residential Properties Inc.,Real Estate Development,2.83B,Brookfield Residential Properties Inc.(BRP),316M,619B
BRY,Berry Petroleum Co.,Independent Oil & Gas,0,Berry Petroleum Co.(BRY),822B,150B
BRX,Brixmor Property Group Inc. Com,,0,Brixmor Property Group Inc. Com(BRX),133M,729B
BRE,BRE Properties Inc.,REIT - Residential,4.24B,BRE Properties Inc.(BRE),952M,629M
BRC,Brady Corp.,Security Software & Services,1.61B,Brady Corp.(BRC),982B,422M
BRO,Brown & Brown Inc.,Insurance Brokers,4.52B,Brown & Brown Inc.(BRO),212M,221B
PVH,PVH Corp.,Textile - Apparel Clothing,11.00B,PVH Corp.(PVH),417B,61B
PVA,Penn Virginia Corporation,Independent Oil & Gas,629.19M,Penn Virginia Corporation(PVA),769B,996B
PVG,Pretium Resources Inc.,Industrial Metals & Minerals,535.76M,Pretium Resources Inc.(PVG),287B,776B
PVD,Administradora de Fondos de Pensiones Provida S.A.,Diversified Investments,1.91B,Administradora de Fondos de Pensiones Provida S.A.(PVD),480B,809B
PVR,"PVR Partners, L.P.",Oil & Gas Equipment & Services,2.73B,"PVR Partners, L.P.(PVR)",205M,53B
CJES,"C&J; Energy Services, Inc.",Oil & Gas Equipment & Services,1.23B,"C&J; Energy Services, Inc.(CJES)",522M,841M
ERIC,Ericsson,,39.38B,Ericsson(ERIC),271M,556M
ERIE,Erie Indemnity Company,Insurance Brokers,3.80B,Erie Indemnity Company(ERIE),599M,786M
EOI,Eaton Vance Enhance Equity Inco,,0,Eaton Vance Enhance Equity Inco(EOI),218M,655M
EOD,Wells Fargo Advantage Global Di,,0,Wells Fargo Advantage Global Di(EOD),967M,405M
EOG,"EOG Resources, Inc.",Independent Oil & Gas,45.73B,"EOG Resources, Inc.(EOG)",22M,631M
EOC,Empresa Nacional de Electricidad S.A.,Electric Utilities,12.00B,Empresa Nacional de Electricidad S.A.(EOC),169M,775M
DNDN,Dendreon Corp.,Biotechnology,460.55M,Dendreon Corp.(DNDN),703B,759B
EOT,Eaton Vance Municipal Income Tr,,0,Eaton Vance Municipal Income Tr(EOT),247M,317B
MCBC,Macatawa Bank Corp.,Regional - Midwest Banks,136.88M,Macatawa Bank Corp.(MCBC),682M,9B
MCBK,"Madison County Financial, Inc.",Regional - Midwest Banks,52.21M,"Madison County Financial, Inc.(MCBK)",753M,743B
MCBI,Metrocorp Bancshares Inc.,Regional - Southwest  Banks,277.90M,Metrocorp Bancshares Inc.(MCBI),24M,380B
ARAY,Accuray Incorporated,Medical Appliances & Equipment,651.39M,Accuray Incorporated(ARAY),989M,319B
FSLR,"First Solar, Inc.",Semiconductor - Specialized,5.54B,"First Solar, Inc.(FSLR)",731M,821M
SBGI,Sinclair Broadcast Group Inc.,Broadcasting - TV,3.46B,Sinclair Broadcast Group Inc.(SBGI),243B,662M
SBGL,Sibanye Gold Limited,Gold,869.32M,Sibanye Gold Limited(SBGL),898B,408M
FCZA,First Citizens Banc Corp.,Regional - Pacific Banks,50.48M,First Citizens Banc Corp.(FCZA),281M,521M
DLHC,DLH Holdings Corp.,Staffing & Outsourcing Services,14.89M,DLH Holdings Corp.(DLHC),888M,471B
UL,Unilever plc,Personal Products,116.57B,Unilever plc(UL),133M,796B
UN,Unilever NV,Personal Products,114.08B,Unilever NV(UN),651M,529B
UA,"Under Armour, Inc.",Textile - Apparel Clothing,9.20B,"Under Armour, Inc.(UA)",723B,355B
POZN,POZEN Inc.,Drug Manufacturers - Other,293.14M,POZEN Inc.(POZN),588B,530B
GSIT,GSI Technology Inc.,Semiconductor - Broad Line,184.37M,GSI Technology Inc.(GSIT),171B,31B
ESEA,"Euroseas, Ltd.",Shipping,65.54M,"Euroseas, Ltd.(ESEA)",188B,736M
GSIG,GSI Group Inc.,Scientific & Technical Instruments,376.28M,GSI Group Inc.(GSIG),262M,423B
NTRI,"Nutrisystem, Inc.",Consumer Services,470.65M,"Nutrisystem, Inc.(NTRI)",206M,985M
OPEN,"OpenTable, Inc.",Internet Information Providers,1.82B,"OpenTable, Inc.(OPEN)",163M,20B
RGT,"Royce Global Value Trust, Inc. ",,0,"Royce Global Value Trust, Inc. (RGT)",749B,516B
